Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,"I was able to get the phone I previously owned...with a keyboard and touch screen. It's the best phone and I love it. I still had to clean the device with my service provider, but it was well worth it.",6
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,"I brought this phone as a replacement for my daughter, who is very hard on cell phones. I must say it was a great purchase. The phone work wonderful. Thank you",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,I love the phone. It does everything I need and works great. I purchased four of these phones through a seller that shipped from Amazon's warehouse. My only problem is that the phone didn't come with a micro sd card. I couldn't use the camera until I got the card. No problems getting these activated at Sprint.,1
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,3,"unfortunately Sprint could not activate the phone due to the blocking issue with the phone, the matter was handled very well and quickly. Very satisfied with the service.",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,"The battery was old & had been over used because it barely holds a charge. Otherwise, no issues with the phone itself.",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,"pros-beautiful screen,capable of running chrome,take good pictures,the keyboard is comfy,fits in my pocket and fit my hands,plays really good videos and gamescons-no Bluetooth,came late,run down fast really quick,doesnt play 1080p videos.but I would still recommend it to those who like to talk and text a lot like me and watch a lot of movies",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,1,I purchased this phone in December as a christmas present to my son. I called sprint to activate the phone only to find out the ESN wasn't clear. I was told to come into the store and upon research the phone wasn't clear. I reached out to this company to inform them that this ESN wasn't clean. I was told to send the phone back and they would send out another phone. I asked the representative to provide me with the ESN # so that I could call and make sure it was clear. I was told that they didn't have to phone available and was guaranteed it would be clear. I should've known something was wrong then. I received a second phone that turned out not have a clear ESN. The representative at Sprint informed me that the seller of these phones are aware the the ESN isn't clear. So once again I had to send another phone back. I asked for a refund for the phone and shipping since the sent me two phones that didn't have a clear ESN. I received my refund for the phone but have yet to see a refund for the shipping. I wouldn't suggest you buy anything from them.,19
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,Phone good just a little slow phone old but it's a great phone temporary right now. thank you for the great deal,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,4,Phone's speaker little low. Overall very happy with the phone. I would purchase another cell phone from Chubbietech. I am satisfied.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,the phone was great and in good condition. My Daughter is so happy the be a andriod user now !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,3,"the reasons for the 3 star rating was it was in my opinion better than my iphone 4s but it tends to randomly crash, and randomly power off but it is good for storage space, battery usage, and camera",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Phone works great. No problems at all,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,1,was not in good condition but does work good,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,1,"Just... not good. The phone has great screen resolution, storage is low, you need an SD card to do anything. May have a clear ESN but don't expect to use it with things like Freedompop.",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,"as described, fast ship!",0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Perfect in every way.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,2,One of the phones have a bad charger port. I want to send it back,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Just got this phone and it is a great phone. It's easy to use.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,The phone was great but it had gotten old so it was time for a replacement.it was great while it lasted.,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,This phone came in great condition! Great price and it brings back great memories of owning this phone!,0
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,199.99,5,Met all of my expectations. I can't complain at all. Great price!,0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,4,"Have had the phone for about two weeks and so far so good! This replaces a 3 year old Nexus 5 that the battery was getting really bad.So far the speed and features of this Zenfone 2 seems as nice if not better, and the price was great. So now its a wait and see if it will hold up and last. Would like to see the OS move up to Marshmallow still 5.",3
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,5,"I love this phone and would definitely recommend it. I don't like writing long reviews so I would just say that it is a good phone and I have not regretted buying it. The dual SIM works well for me because I use to walk with two phones and that was frustrating, so now I have 2 sim cards in one phone and I am happy. Overall the phone is an excellent phone.",3
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,1,"My forst impression was good but after using I started to get disappointed with the product. Specially the camera, I try to use the panoramic mode and the sphere mode 10 times and the camera would shutdown. After a number of times I manage to use but the picture was terrible as well strange noises on the image. It a big phone but the performance is terrible. Look great on paper but after using for a couple days I decided to return the item.Also stay away from this seller, Someone sends me a email every other day asking me to delete my terrible reviews of this product.I receive I used and I didn't like. AWFUL",2
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,5,As expected. Good service.,1
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,4,I would recommend to a friend.,2
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,3,"I like the phone but the “international” version doesn’t seem to come with a warranty. You have to manually update the phone, no “Over the Air” update, since the SKU is “CN” (check the box the phone was shipped in) but the installed software was “WW” (check “about” phone in settings). So unless you are technically adept you most likely won’t be able to update this particular configuration. My phone had outdated firmware. On the plus side the phone I received was “rooted” probably so they could install the appropriate OS for the region the phone was being sold to. I ended up returning this phone because the speaker did not work. I did buy the same phone from another vendor that claims to have a US warranty.",1
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,4," First let me begin with a specific piece of information that I think needs to be stated. I will test this phone with a SIM borrowed but I won't really be using it long term with cellular service at this time. I do want to offer an opinion on call and reception quality though so it will be tested in this way.Results... calls are clear on both ends without any issues and seems to be working fine in relation to both 3G and 4G.On to the rest of the phone done with the pro/con format:Pro:Big screen, bright and easy to see.MicroSD expansion option3000mAh batteryPretty good cameras (mostly the rear is what I care about)Lot of memoryNice colorDual SIM (not that I'm likely to use it though)Cons:Plastic (I'm used to aluminum phones)Fixed batteryLower clocked CPU @ 1.8Ghz (Quad core though)Button placement (biggest con for me)Speakers (I'm used to front facing Harman Kardon speakers)Additional thoughts:The interface is a love hate thing for most people. I really love the HTC Sense GUI and so I am used to that in my last three phones. The Asus Zen GUI is really nice and many useful Asus apps are included. The layout I was originally concerned about but turns out I could VERY easily live with it daily. I was very pleasantly shocked by how smooth and fast and intuitive things are with this phone. In the end it comes down to personal preference. (I really dislike the Samsung GUI for example but like their hardware).Price... I feel for the speed and overall look and feel and being unlocked it is a very good phone, feels a lot like a flagship model in operation also it doesn't offer all the bells and whistles some phones are currently sporting.Question:Since I am not using it like a normal cell phone why do I want it?Answer:I dislike killing my main phone's battery and want the portability of a phone but the functionality of a tablet. This phablet is the perfect compromise offering a great size and feature set.I have a drone that needs a phone to control it and portability is an important factor so this is a nice quick device that I am hoping works well to use with my drone as the remote control. Around WiFi I can surf the web and check emails and not use my main cell. Also nice to have a backup phone and I may even use this as a pay as you go option at some point so I didn't want to get into big money with a phone to find out I won't use it.So plenty of good and not so good but overall none of the cons are all that bad considering $250 beats $600+. If you can use this phone on your network then I don't think you can go wrong with it.Review sample provided free or at a discounted price for a fair, unbiased, and honest review.",3
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,4,It's a good device and the seller give us the whole support that we needed.,0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,1,Battery drains from a complete charge to 0 in 30 minutes.,0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,2,"The box came open! The phone works with probles, like restarting whenever it want. Bad seller with bed products!!!",0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,2,Exceeded expectations,0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,5,"Great smart phone, crisp display, very pleased.",0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,1,don't' buy this phone. after 1 1/2 month wifi not work. warranty amazon only 1 month.,0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,5,"Great phone. Second one i owned. First one, I crashed on the ground a couple of times, smashed the screen and the sim readers started to malfunction, not recognizing the cards. So I got another one, this time with a protective case. Great phone",0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,5,"Have it since June 2015, amazing performance!",0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,5,works good enough.,0
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",Samsung,250,4,"This is a great phone for the price. By no means it his a ""flagship killer"", but it holds its own against the big guys. I even like the ZenUI interface over that runs over Lollipop.Pros: Cheap, fast, powerful, plenty of RAM and storage memory, 2nd SIM slot, can add additional storage via Micro SD, camer is excellent in well-lit environments.Cons, No removable battery, no physical ""home"" button (to easy for my fingers to press the home button when typing a space), rounded back makes it tough to use when laying on flat surface, battery drains a bit fast, camera suffers a bit in low-light",2
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,Good,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,she liked it,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,4,GREAT BUY!,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,This product never worked I charged it all day an still it never came on,2
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,My step son loved it. Thanks he had lost his phone and we was not going to buy a 13 yr old a $600. Phone. This work out great.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,This phone sucks Its a basic smart phone for beginners I hate it you cant do really anything on it but like talk and text if you try to download an App it takes like an hour to download and to go online its super slow picture quality is horrible and there is no flash on camera I would never recommend this phone to anyone unless its for a child!,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,3,The phone is good i like it. But when i Skype the front face camera does not work i can't see anything out of it,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,PERFECT,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,My son loved his new phone.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,This phone works very well for Perk TV.,2
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,"Bought this for my mother, she loves it.. For the price it was definitely worth the purchase. Also shipped within their scheduled arrival .",1
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,Great lil phone.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,Phone randomly powered off and won't turn on,2
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,Very good!,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,couldnt get it hooked up toetal waist of money,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,3,It's a prepaid phone. Not a month to month plan. Doesn't say that in the description. But I do like the phone. Just can't use it,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,5,good phone when i got it great,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,2,Wasn't able to use it wasn't a place to install SIM card so had to return.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,Cricket does not accept these type of phones when you try to activate it in the store. Rip off.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,4,It was very good,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,3,poor,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,The phone is missing parts still can't use it very upset,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,2,I can no longer use it with Cricket. they have changed networks. it was of no use.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,Bought the phone and it's useless as a phone. Cricket no longer uses phones that don't require SIM cards! Would have been nice to know that FIRST!,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,3,It should have been mentioned it does not take a sims card.,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,3,I had to download a cleaning app to keep it running but after all of that its a good phone,0
Cricket Samsung Galaxy Discover R740 Phone,Samsung,24.99,1,Did not come with a battery.,0
Galaxy s III mini SM-G730V Verizon Cell Phone BLUE,Samsung,56,3,"Got phone yesterday all is good so far but only problem i can see is that the charging cable that came w the phone literally came apart in my hands this morning, leaving the metal piece in the phone! Got it out and replaced the cable so hopefully the hubby will be pleased now!",0
Galaxy s III mini SM-G730V Verizon Cell Phone BLUE,Samsung,56,5,"This phone was like new. It looked like a new phone and works like a new one, including great battery life.",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,"LOVE IT, IT BIG AND BOLD",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,Great!!,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,3,The phone works good but sometimes I don't get service.,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,Great,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,"Love my new phone, lots of feature and the cost was much cheaper that at the phone store, I really saved a lot.",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,4,"The case was in good condition very thick and somewhat protective however when you are taking a picture around the circumference of the picture has a very white blurry look and when I remove the case I realize it was not like that, the case is so thick that the camera is so far Deep inside",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,I really like it! It has a lot of features and works perfect!,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,4,"The phone is in really good conditions, but I did had some disappointments with this phone. I bought it for my dad and as far as he likes it, it's okay for me. For the money that you pay, it's really good conditions. Thank you",1
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,4,"it's boring, bring apps, that i can not uninstall, its memory RAM is wasted",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,So far so good! Arrived on time in fact before promised date. The device was in very good condition with no major scratches on the screen. I did my SIM card in and did verify that it is unlocked and in working order. I sent this overseas to my girl in hong Kong. Hopefully it will work with the network there. I bought her a unlocked at&t before and it worked great.so I'm almost sure this will work also. After tinkering around with this device I was pleasantly impressed with its prefirmance. I'm not a big fan of phones with out removable battery or storage so I avoid the newer galaxy lines past this galaxy s5. Fast bright and clean and a very good price to boot. I plan to buy another one from SCE enterprise and give it to my moms. Great deal great device. Included was a new Samsung charging/data cable and Samsung plug nicely packed.,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,"Got the phone yesterday, everything working great.PROS:- films in 4k video ( will not allow you to snap pics while in this mode which is fine )- films in 1080p HD Video for a lower resolution- 16 MP camera with a host of settings ( ISO 100-800 )- Mic is awesome for pod casts or voice journals- Lots of Apps- Screen Resolution amazing (1920x1080) super AmoledNo cons right now",1
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,1,It says that the phone is unlocked but actually it's not. The phone I received was an Att locked phone that would not work with my tmobile line. At least write the description correctly so that people don't waste their time and energy on this!,5
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,4,"Price is good and the phone is great considering it is 2 generations old, but for 1/3 the price of the s7, I'll take it!",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,"Love my Galaxy S5 on Verizon. Bought this version for my husband to experiment with Straight Talk using the At@T towers. Came with Kit Kat, Updated to Lollipop and now waiting for update to Marshmallow. Seems to be working fine. Husband is learning to use.",0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,excelente,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,This phone is a nice phone working very well. no problem on it.,0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222,5,Excellent,0
